location,date,total_cases,total_deaths
Brazil,2023-09-30,37511921.0,702116.0
Brazil,2023-10-01,37511921.0,702116.0
Brazil,2023-10-02,37511921.0,702116.0
Brazil,2023-10-03,37511921.0,702116.0
Brazil,2023-10-04,37511921.0,702116.0
Brazil,2023-10-05,37511921.0,702116.0
Brazil,2023-10-06,37511921.0,702116.0
Brazil,2023-10-07,37511921.0,702116.0
Brazil,2023-10-08,37511921.0,702116.0
Brazil,2023-10-09,37511921.0,702116.0
Brazil,2023-10-10,37511921.0,702116.0
Brazil,2023-10-11,37511921.0,702116.0
Brazil,2023-10-12,37511921.0,702116.0
Brazil,2023-10-13,37511921.0,702116.0
Brazil,2023-10-14,37511921.0,702116.0
Brazil,2023-10-15,37511921.0,702116.0
Brazil,2023-10-16,37511921.0,702116.0
Brazil,2023-10-17,37511921.0,702116.0
Brazil,2023-10-18,37511921.0,702116.0
Brazil,2023-10-19,37511921.0,702116.0
Brazil,2023-10-20,37511921.0,702116.0
Brazil,2023-10-21,37511921.0,702116.0
Brazil,2023-10-22,37511921.0,702116.0
Brazil,2023-10-23,37511921.0,702116.0
Brazil,2023-10-24,37511921.0,702116.0
Brazil,2023-10-25,37511921.0,702116.0
Brazil,2023-10-26,37511921.0,702116.0
Brazil,2023-10-27,37511921.0,702116.0
Brazil,2023-10-28,37511921.0,702116.0
Brazil,2023-10-29,37511921.0,702116.0
Brazil,2023-10-30,37511921.0,702116.0
Brazil,2023-10-31,37511921.0,702116.0
Brazil,2023-11-01,37511921.0,702116.0
Brazil,2023-11-02,37511921.0,702116.0
Brazil,2023-11-03,37511921.0,702116.0
Brazil,2023-11-04,37511921.0,702116.0
Brazil,2023-11-05,37511921.0,702116.0
Brazil,2023-11-06,37511921.0,702116.0
Brazil,2023-11-07,37511921.0,702116.0
Brazil,2023-11-08,37511921.0,702116.0
Brazil,2023-11-09,37511921.0,702116.0
Brazil,2023-11-10,37511921.0,702116.0
Brazil,2023-11-11,37511921.0,702116.0
Brazil,2023-11-12,37511921.0,702116.0
Brazil,2023-11-13,37511921.0,702116.0
Brazil,2023-11-14,37511921.0,702116.0
Brazil,2023-11-15,37511921.0,702116.0
Brazil,2023-11-16,37511921.0,702116.0
Brazil,2023-11-17,37511921.0,702116.0
Brazil,2023-11-18,37511921.0,702116.0
Brazil,2023-11-19,37511921.0,702116.0
Brazil,2023-11-20,37511921.0,702116.0
Brazil,2023-11-21,37511921.0,702116.0
Brazil,2023-11-22,37511921.0,702116.0
Brazil,2023-11-23,37511921.0,702116.0
Brazil,2023-11-24,37511921.0,702116.0
Brazil,2023-11-25,37511921.0,702116.0
Brazil,2023-11-26,37511921.0,702116.0
Brazil,2023-11-27,37511921.0,702116.0
Brazil,2023-11-28,37511921.0,702116.0
Brazil,2023-11-29,37511921.0,702116.0
Brazil,2023-11-30,37511921.0,702116.0
Brazil,2023-12-01,37511921.0,702116.0
Brazil,2023-12-02,37511921.0,702116.0
Brazil,2023-12-03,37511921.0,702116.0
Brazil,2023-12-04,37511921.0,702116.0
Brazil,2023-12-05,37511921.0,702116.0
Brazil,2023-12-06,37511921.0,702116.0
Brazil,2023-12-07,37511921.0,702116.0
Brazil,2023-12-08,37511921.0,702116.0
Brazil,2023-12-09,37511921.0,702116.0
Brazil,2023-12-10,37511921.0,702116.0
Brazil,2023-12-11,37511921.0,702116.0
Brazil,2023-12-12,37511921.0,702116.0
Brazil,2023-12-13,37511921.0,702116.0
Brazil,2023-12-14,37511921.0,702116.0
Brazil,2023-12-15,37511921.0,702116.0
Brazil,2023-12-16,37511921.0,702116.0
Brazil,2023-12-17,37511921.0,702116.0
Brazil,2023-12-18,37511921.0,702116.0
Brazil,2023-12-19,37511921.0,702116.0
Brazil,2023-12-20,37511921.0,702116.0
Brazil,2023-12-21,37511921.0,702116.0
Brazil,2023-12-22,37511921.0,702116.0
Brazil,2023-12-23,37511921.0,702116.0
Brazil,2023-12-24,37511921.0,702116.0
Brazil,2023-12-25,37511921.0,702116.0
Brazil,2023-12-26,37511921.0,702116.0
Brazil,2023-12-27,37511921.0,702116.0
Brazil,2023-12-28,37511921.0,702116.0
Brazil,2023-12-29,37511921.0,702116.0
Brazil,2023-12-30,37511921.0,702116.0
Brazil,2023-12-31,37511921.0,702116.0
Brazil,2024-01-01,37511921.0,702116.0
Brazil,2024-01-02,37511921.0,702116.0
Brazil,2024-01-03,37511921.0,702116.0
Brazil,2024-01-04,37511921.0,702116.0
Brazil,2024-01-05,37511921.0,702116.0
Brazil,2024-01-06,37511921.0,702116.0
Brazil,2024-01-07,37511921.0,702116.0
Brazil,2024-01-08,37511921.0,702116.0
Brazil,2024-01-09,37511921.0,702116.0
Brazil,2024-01-10,37511921.0,702116.0
Brazil,2024-01-11,37511921.0,702116.0
Brazil,2024-01-12,37511921.0,702116.0
Brazil,2024-01-13,37511921.0,702116.0
Brazil,2024-01-14,37511921.0,702116.0
Brazil,2024-01-15,37511921.0,702116.0
Brazil,2024-01-16,37511921.0,702116.0
Brazil,2024-01-17,37511921.0,702116.0
Brazil,2024-01-18,37511921.0,702116.0
Brazil,2024-01-19,37511921.0,702116.0
Brazil,2024-01-20,37511921.0,702116.0
Brazil,2024-01-21,37511921.0,702116.0
Brazil,2024-01-22,37511921.0,702116.0
Brazil,2024-01-23,37511921.0,702116.0
Brazil,2024-01-24,37511921.0,702116.0
Brazil,2024-01-25,37511921.0,702116.0
Brazil,2024-01-26,37511921.0,702116.0
Brazil,2024-01-27,37511921.0,702116.0
Brazil,2024-01-28,37511921.0,702116.0
Brazil,2024-01-29,37511921.0,702116.0
Brazil,2024-01-30,37511921.0,702116.0
Brazil,2024-01-31,37511921.0,702116.0
Brazil,2024-02-01,37511921.0,702116.0
Brazil,2024-02-02,37511921.0,702116.0
Brazil,2024-02-03,37511921.0,702116.0
Brazil,2024-02-04,37511921.0,702116.0
Brazil,2024-02-05,37511921.0,702116.0
Brazil,2024-02-06,37511921.0,702116.0
Brazil,2024-02-07,37511921.0,702116.0
Brazil,2024-02-08,37511921.0,702116.0
Brazil,2024-02-09,37511921.0,702116.0
Brazil,2024-02-10,37511921.0,702116.0
Brazil,2024-02-11,37511921.0,702116.0
Brazil,2024-02-12,37511921.0,702116.0
Brazil,2024-02-13,37511921.0,702116.0
Brazil,2024-02-14,37511921.0,702116.0
Brazil,2024-02-15,37511921.0,702116.0
Brazil,2024-02-16,37511921.0,702116.0
Brazil,2024-02-17,37511921.0,702116.0
Brazil,2024-02-18,37511921.0,702116.0
Brazil,2024-02-19,37511921.0,702116.0
Brazil,2024-02-20,37511921.0,702116.0
Brazil,2024-02-21,37511921.0,702116.0
Brazil,2024-02-22,37511921.0,702116.0
Brazil,2024-02-23,37511921.0,702116.0
Brazil,2024-02-24,37511921.0,702116.0
Brazil,2024-02-25,37511921.0,702116.0
Brazil,2024-02-26,37511921.0,702116.0
Brazil,2024-02-27,37511921.0,702116.0
Brazil,2024-02-28,37511921.0,702116.0
Brazil,2024-02-29,37511921.0,702116.0
Brazil,2024-03-01,37511921.0,702116.0
Brazil,2024-03-02,37511921.0,702116.0
Brazil,2024-03-03,37511921.0,702116.0
Brazil,2024-03-04,37511921.0,702116.0
Brazil,2024-03-05,37511921.0,702116.0
Brazil,2024-03-06,37511921.0,702116.0
Brazil,2024-03-07,37511921.0,702116.0
Brazil,2024-03-08,37511921.0,702116.0
Brazil,2024-03-09,37511921.0,702116.0
Brazil,2024-03-10,37511921.0,702116.0
Brazil,2024-03-11,37511921.0,702116.0
Brazil,2024-03-12,37511921.0,702116.0
Brazil,2024-03-13,37511921.0,702116.0
Brazil,2024-03-14,37511921.0,702116.0
Brazil,2024-03-15,37511921.0,702116.0
Brazil,2024-03-16,37511921.0,702116.0
Brazil,2024-03-17,37511921.0,702116.0
Brazil,2024-03-18,37511921.0,702116.0
Brazil,2024-03-19,37511921.0,702116.0
Brazil,2024-03-20,37511921.0,702116.0
Brazil,2024-03-21,37511921.0,702116.0
Brazil,2024-03-22,37511921.0,702116.0
Brazil,2024-03-23,37511921.0,702116.0
Brazil,2024-03-24,37511921.0,702116.0
Brazil,2024-03-25,37511921.0,702116.0
Brazil,2024-03-26,37511921.0,702116.0
Brazil,2024-03-27,37511921.0,702116.0
Brazil,2024-03-28,37511921.0,702116.0
Brazil,2024-03-29,37511921.0,702116.0
Brazil,2024-03-30,37511921.0,702116.0
Brazil,2024-03-31,37511921.0,702116.0
Brazil,2024-04-01,37511921.0,702116.0
Brazil,2024-04-02,37511921.0,702116.0
Brazil,2024-04-03,37511921.0,702116.0
Brazil,2024-04-04,37511921.0,702116.0
Brazil,2024-04-05,37511921.0,702116.0
Brazil,2024-04-06,37511921.0,702116.0
Brazil,2024-04-07,37511921.0,702116.0
Brazil,2024-04-08,37511921.0,702116.0
Brazil,2024-04-09,37511921.0,702116.0
Brazil,2024-04-10,37511921.0,702116.0
Brazil,2024-04-11,37511921.0,702116.0
Brazil,2024-04-12,37511921.0,702116.0
Brazil,2024-04-13,37511921.0,702116.0
Brazil,2024-04-14,37511921.0,702116.0
Brazil,2024-04-15,37511921.0,702116.0
Brazil,2024-04-16,37511921.0,702116.0
Brazil,2024-04-17,37511921.0,702116.0
Brazil,2024-04-18,37511921.0,702116.0
Brazil,2024-04-19,37511921.0,702116.0
Brazil,2024-04-20,37511921.0,702116.0
Brazil,2024-04-21,37511921.0,702116.0
Brazil,2024-04-22,37511921.0,702116.0
Brazil,2024-04-23,37511921.0,702116.0
Brazil,2024-04-24,37511921.0,702116.0
Brazil,2024-04-25,37511921.0,702116.0
Brazil,2024-04-26,37511921.0,702116.0
Brazil,2024-04-27,37511921.0,702116.0
Brazil,2024-04-28,37511921.0,702116.0
Brazil,2024-04-29,37511921.0,702116.0
Brazil,2024-04-30,37511921.0,702116.0
Brazil,2024-05-01,37511921.0,702116.0
Brazil,2024-05-02,37511921.0,702116.0
Brazil,2024-05-03,37511921.0,702116.0
Brazil,2024-05-04,37511921.0,702116.0
Brazil,2024-05-05,37511921.0,702116.0
Brazil,2024-05-06,37511921.0,702116.0
Brazil,2024-05-07,37511921.0,702116.0
Brazil,2024-05-08,37511921.0,702116.0
Brazil,2024-05-09,37511921.0,702116.0
Brazil,2024-05-10,37511921.0,702116.0
Brazil,2024-05-11,37511921.0,702116.0
Brazil,2024-05-12,37511921.0,702116.0
Brazil,2024-05-13,37511921.0,702116.0
Brazil,2024-05-14,37511921.0,702116.0
Brazil,2024-05-15,37511921.0,702116.0
Brazil,2024-05-16,37511921.0,702116.0
Brazil,2024-05-17,37511921.0,702116.0
Brazil,2024-05-18,37511921.0,702116.0
Brazil,2024-05-19,37511921.0,702116.0
Brazil,2024-05-20,37511921.0,702116.0
Brazil,2024-05-21,37511921.0,702116.0
Brazil,2024-05-22,37511921.0,702116.0
Brazil,2024-05-23,37511921.0,702116.0
Brazil,2024-05-24,37511921.0,702116.0
Brazil,2024-05-25,37511921.0,702116.0
Brazil,2024-05-26,37511921.0,702116.0
Brazil,2024-05-27,37511921.0,702116.0
Brazil,2024-05-28,37511921.0,702116.0
Brazil,2024-05-29,37511921.0,702116.0
Brazil,2024-05-30,37511921.0,702116.0
Brazil,2024-05-31,37511921.0,702116.0
Brazil,2024-06-01,37511921.0,702116.0
Brazil,2024-06-02,37511921.0,702116.0
Brazil,2024-06-03,37511921.0,702116.0
Brazil,2024-06-04,37511921.0,702116.0
Brazil,2024-06-05,37511921.0,702116.0
Brazil,2024-06-06,37511921.0,702116.0
Brazil,2024-06-07,37511921.0,702116.0
Brazil,2024-06-08,37511921.0,702116.0
Brazil,2024-06-09,37511921.0,702116.0
Brazil,2024-06-10,37511921.0,702116.0
Brazil,2024-06-11,37511921.0,702116.0
Brazil,2024-06-12,37511921.0,702116.0
Brazil,2024-06-13,37511921.0,702116.0
Brazil,2024-06-14,37511921.0,702116.0
Brazil,2024-06-15,37511921.0,702116.0
Brazil,2024-06-16,37511921.0,702116.0
Brazil,2024-06-17,37511921.0,702116.0
Brazil,2024-06-18,37511921.0,702116.0
Brazil,2024-06-19,37511921.0,702116.0
Brazil,2024-06-20,37511921.0,702116.0
Brazil,2024-06-21,37511921.0,702116.0
Brazil,2024-06-22,37511921.0,702116.0
Brazil,2024-06-23,37511921.0,702116.0
Brazil,2024-06-24,37511921.0,702116.0
Brazil,2024-06-25,37511921.0,702116.0
Brazil,2024-06-26,37511921.0,702116.0
Brazil,2024-06-27,37511921.0,702116.0
Brazil,2024-06-28,37511921.0,702116.0
Brazil,2024-06-29,37511921.0,702116.0
Brazil,2024-06-30,37511921.0,702116.0
Brazil,2024-07-01,37511921.0,702116.0
Brazil,2024-07-02,37511921.0,702116.0
Brazil,2024-07-03,37511921.0,702116.0
Brazil,2024-07-04,37511921.0,702116.0
Brazil,2024-07-05,37511921.0,702116.0
Brazil,2024-07-06,37511921.0,702116.0
Brazil,2024-07-07,37511921.0,702116.0
Brazil,2024-07-08,37511921.0,702116.0
Brazil,2024-07-09,37511921.0,702116.0
Brazil,2024-07-10,37511921.0,702116.0
Brazil,2024-07-11,37511921.0,702116.0
Brazil,2024-07-12,37511921.0,702116.0
Brazil,2024-07-13,37511921.0,702116.0
Brazil,2024-07-14,37511921.0,702116.0
Brazil,2024-07-15,37511921.0,702116.0
Brazil,2024-07-16,37511921.0,702116.0
Brazil,2024-07-17,37511921.0,702116.0
Brazil,2024-07-18,37511921.0,702116.0
Brazil,2024-07-19,37511921.0,702116.0
Brazil,2024-07-20,37511921.0,702116.0
Brazil,2024-07-21,37511921.0,702116.0
Brazil,2024-07-22,37511921.0,702116.0
Brazil,2024-07-23,37511921.0,702116.0
Brazil,2024-07-24,37511921.0,702116.0
Brazil,2024-07-25,37511921.0,702116.0
Brazil,2024-07-26,37511921.0,702116.0
Brazil,2024-07-27,37511921.0,702116.0
Brazil,2024-07-28,37511921.0,702116.0
Brazil,2024-07-29,37511921.0,702116.0
Brazil,2024-07-30,37511921.0,702116.0
Brazil,2024-07-31,37511921.0,702116.0
Brazil,2024-08-01,37511921.0,702116.0
Brazil,2024-08-02,37511921.0,702116.0
Brazil,2024-08-03,37511921.0,702116.0
Brazil,2024-08-04,37511921.0,702116.0
Ethiopia,2020-01-05,0.0,0.0
Ethiopia,2020-01-06,0.0,0.0
Ethiopia,2020-01-07,0.0,0.0
Ethiopia,2020-01-08,0.0,0.0
Ethiopia,2020-01-09,0.0,0.0
Ethiopia,2020-01-10,0.0,0.0
Ethiopia,2020-01-11,0.0,0.0
Ethiopia,2020-01-12,0.0,0.0
Ethiopia,2020-01-13,0.0,0.0
Ethiopia,2020-01-14,0.0,0.0
Ethiopia,2020-01-15,0.0,0.0
Ethiopia,2020-01-16,0.0,0.0
Ethiopia,2020-01-17,0.0,0.0
Ethiopia,2020-01-18,0.0,0.0
Ethiopia,2020-01-19,0.0,0.0
Ethiopia,2020-01-20,0.0,0.0
Ethiopia,2020-01-21,0.0,0.0
Ethiopia,2020-01-22,0.0,0.0
Ethiopia,2020-01-23,0.0,0.0
Ethiopia,2020-01-24,0.0,0.0
Ethiopia,2020-01-25,0.0,0.0
Ethiopia,2020-01-26,0.0,0.0
Ethiopia,2020-01-27,0.0,0.0
Ethiopia,2020-01-28,0.0,0.0
Ethiopia,2020-01-29,0.0,0.0
Ethiopia,2020-01-30,0.0,0.0
Ethiopia,2020-01-31,0.0,0.0
Ethiopia,2020-02-01,0.0,0.0
Ethiopia,2020-02-02,0.0,0.0
Ethiopia,2020-02-03,0.0,0.0
Ethiopia,2020-02-04,0.0,0.0
Ethiopia,2020-02-05,0.0,0.0
Ethiopia,2020-02-06,0.0,0.0
Ethiopia,2020-02-07,0.0,0.0
Ethiopia,2020-02-08,0.0,0.0
Ethiopia,2020-02-09,0.0,0.0
Ethiopia,2020-02-10,0.0,0.0
Ethiopia,2020-02-11,0.0,0.0
Ethiopia,2020-02-12,0.0,0.0
Ethiopia,2020-02-13,0.0,0.0
Ethiopia,2020-02-14,0.0,0.0
Ethiopia,2020-02-15,0.0,0.0
Ethiopia,2020-02-16,0.0,0.0
Ethiopia,2020-02-17,0.0,0.0
Ethiopia,2020-02-18,0.0,0.0
Ethiopia,2020-02-19,0.0,0.0
Ethiopia,2020-02-20,0.0,0.0
Ethiopia,2020-02-21,0.0,0.0
Ethiopia,2020-02-22,0.0,0.0
Ethiopia,2020-02-23,0.0,0.0
Ethiopia,2020-02-24,0.0,0.0
Ethiopia,2020-02-25,0.0,0.0
Ethiopia,2020-02-26,0.0,0.0
Ethiopia,2020-02-27,0.0,0.0
Ethiopia,2020-02-28,0.0,0.0
Ethiopia,2020-02-29,0.0,0.0
Ethiopia,2020-03-01,0.0,0.0
Ethiopia,2020-03-02,0.0,0.0
Ethiopia,2020-03-03,0.0,0.0
Ethiopia,2020-03-04,0.0,0.0
Ethiopia,2020-03-05,0.0,0.0
Ethiopia,2020-03-06,0.0,0.0
Ethiopia,2020-03-07,0.0,0.0
Ethiopia,2020-03-08,0.0,0.0
Ethiopia,2020-03-09,0.0,0.0
Ethiopia,2020-03-10,0.0,0.0
Ethiopia,2020-03-11,0.0,0.0
Ethiopia,2020-03-12,0.0,0.0
Ethiopia,2020-03-13,0.0,0.0
Ethiopia,2020-03-14,0.0,0.0
Ethiopia,2020-03-15,1.0,0.0
Ethiopia,2020-03-16,1.0,0.0
Ethiopia,2020-03-17,1.0,0.0
Ethiopia,2020-03-18,1.0,0.0
Ethiopia,2020-03-19,1.0,0.0
Ethiopia,2020-03-20,1.0,0.0
Ethiopia,2020-03-21,1.0,0.0
Ethiopia,2020-03-22,9.0,0.0
Ethiopia,2020-03-23,9.0,0.0
Ethiopia,2020-03-24,9.0,0.0
Ethiopia,2020-03-25,9.0,0.0
Ethiopia,2020-03-26,9.0,0.0
Ethiopia,2020-03-27,9.0,0.0
Ethiopia,2020-03-28,9.0,0.0
Ethiopia,2020-03-29,16.0,0.0
Ethiopia,2020-03-30,16.0,0.0
Ethiopia,2020-03-31,16.0,0.0
Ethiopia,2020-04-01,16.0,0.0
Ethiopia,2020-04-02,16.0,0.0
Ethiopia,2020-04-03,16.0,0.0
Ethiopia,2020-04-04,16.0,0.0
Ethiopia,2020-04-05,38.0,0.0
Ethiopia,2020-04-06,38.0,0.0
Ethiopia,2020-04-07,38.0,0.0
Ethiopia,2020-04-08,38.0,0.0
Ethiopia,2020-04-09,38.0,0.0
Ethiopia,2020-04-10,38.0,0.0
Ethiopia,2020-04-11,38.0,0.0
Ethiopia,2020-04-12,69.0,23.0
Ethiopia,2020-04-13,69.0,23.0
Ethiopia,2020-04-14,69.0,23.0
Ethiopia,2020-04-15,69.0,23.0
Ethiopia,2020-04-16,69.0,23.0
Ethiopia,2020-04-17,69.0,23.0
Ethiopia,2020-04-18,69.0,23.0
Ethiopia,2020-04-19,105.0,23.0
Ethiopia,2020-04-20,105.0,23.0
Ethiopia,2020-04-21,105.0,23.0
Ethiopia,2020-04-22,105.0,23.0
Ethiopia,2020-04-23,105.0,23.0
Ethiopia,2020-04-24,105.0,23.0
Ethiopia,2020-04-25,105.0,23.0
Ethiopia,2020-04-26,122.0,24.0
Ethiopia,2020-04-27,122.0,24.0
Ethiopia,2020-04-28,122.0,24.0
Ethiopia,2020-04-29,122.0,24.0
Ethiopia,2020-04-30,122.0,24.0
Ethiopia,2020-05-01,122.0,24.0
Ethiopia,2020-05-02,122.0,24.0
Ethiopia,2020-05-03,133.0,24.0
Ethiopia,2020-05-04,133.0,24.0
Ethiopia,2020-05-05,133.0,24.0
Ethiopia,2020-05-06,133.0,24.0
Ethiopia,2020-05-07,133.0,24.0
Ethiopia,2020-05-08,133.0,24.0
Ethiopia,2020-05-09,133.0,24.0
Ethiopia,2020-05-10,210.0,25.0
Ethiopia,2020-05-11,210.0,25.0
Ethiopia,2020-05-12,210.0,25.0
Ethiopia,2020-05-13,210.0,25.0
Ethiopia,2020-05-14,210.0,25.0
Ethiopia,2020-05-15,210.0,25.0
Ethiopia,2020-05-16,210.0,25.0
Ethiopia,2020-05-17,306.0,25.0
Ethiopia,2020-05-18,306.0,25.0
Ethiopia,2020-05-19,306.0,25.0
Ethiopia,2020-05-20,306.0,25.0
Ethiopia,2020-05-21,306.0,25.0
Ethiopia,2020-05-22,306.0,25.0
Ethiopia,2020-05-23,306.0,25.0
Ethiopia,2020-05-24,494.0,25.0
Ethiopia,2020-05-25,494.0,25.0
Ethiopia,2020-05-26,494.0,25.0
Ethiopia,2020-05-27,494.0,25.0
Ethiopia,2020-05-28,494.0,25.0
Ethiopia,2020-05-29,494.0,25.0
Ethiopia,2020-05-30,494.0,25.0
Ethiopia,2020-05-31,1063.0,28.0
Ethiopia,2020-06-01,1063.0,28.0
Ethiopia,2020-06-02,1063.0,28.0
Ethiopia,2020-06-03,1063.0,28.0
Ethiopia,2020-06-04,1063.0,28.0
Ethiopia,2020-06-05,1063.0,28.0
Ethiopia,2020-06-06,1063.0,28.0
Ethiopia,2020-06-07,1934.0,37.0
Ethiopia,2020-06-08,1934.0,37.0
Ethiopia,2020-06-09,1934.0,37.0
Ethiopia,2020-06-10,1934.0,37.0
Ethiopia,2020-06-11,1934.0,37.0
Ethiopia,2020-06-12,1934.0,37.0
Ethiopia,2020-06-13,1934.0,37.0
Ethiopia,2020-06-14,3166.0,72.0
Ethiopia,2020-06-15,3166.0,72.0
Ethiopia,2020-06-16,3166.0,72.0
Ethiopia,2020-06-17,3166.0,72.0
Ethiopia,2020-06-18,3166.0,72.0
Ethiopia,2020-06-19,3166.0,72.0
Ethiopia,2020-06-20,3166.0,72.0
Ethiopia,2020-06-21,4469.0,89.0
Ethiopia,2020-06-22,4469.0,89.0
Ethiopia,2020-06-23,4469.0,89.0
Ethiopia,2020-06-24,4469.0,89.0
Ethiopia,2020-06-25,4469.0,89.0
Ethiopia,2020-06-26,4469.0,89.0
Ethiopia,2020-06-27,4469.0,89.0
Ethiopia,2020-06-28,5570.0,111.0
Ethiopia,2020-06-29,5570.0,111.0
Ethiopia,2020-06-30,5570.0,111.0
Ethiopia,2020-07-01,5570.0,111.0
Ethiopia,2020-07-02,5570.0,111.0
Ethiopia,2020-07-03,5570.0,111.0
Ethiopia,2020-07-04,5570.0,111.0
Ethiopia,2020-07-05,6386.0,133.0
Ethiopia,2020-07-06,6386.0,133.0
Ethiopia,2020-07-07,6386.0,133.0
Ethiopia,2020-07-08,6386.0,133.0
Ethiopia,2020-07-09,6386.0,133.0
Ethiopia,2020-07-10,6386.0,133.0
Ethiopia,2020-07-11,6386.0,133.0
Ethiopia,2020-07-12,7560.0,144.0
Ethiopia,2020-07-13,7560.0,144.0
Ethiopia,2020-07-14,7560.0,144.0
Ethiopia,2020-07-15,7560.0,144.0
Ethiopia,2020-07-16,7560.0,144.0
Ethiopia,2020-07-17,7560.0,144.0
Ethiopia,2020-07-18,7560.0,144.0
Ethiopia,2020-07-19,9503.0,182.0
Ethiopia,2020-07-20,9503.0,182.0
Ethiopia,2020-07-21,9503.0,182.0
Ethiopia,2020-07-22,9503.0,182.0
Ethiopia,2020-07-23,9503.0,182.0
Ethiopia,2020-07-24,9503.0,182.0
Ethiopia,2020-07-25,9503.0,182.0
Ethiopia,2020-07-26,13248.0,224.0
Ethiopia,2020-07-27,13248.0,224.0
Ethiopia,2020-07-28,13248.0,224.0
Ethiopia,2020-07-29,13248.0,224.0
Ethiopia,2020-07-30,13248.0,224.0
Ethiopia,2020-07-31,13248.0,224.0
Ethiopia,2020-08-01,13248.0,224.0
Ethiopia,2020-08-02,17999.0,299.0
Ethiopia,2020-08-03,17999.0,299.0
Ethiopia,2020-08-04,17999.0,299.0
Ethiopia,2020-08-05,17999.0,299.0
Ethiopia,2020-08-06,17999.0,299.0
Ethiopia,2020-08-07,17999.0,299.0
Ethiopia,2020-08-08,17999.0,299.0
Ethiopia,2020-08-09,22253.0,407.0
Ethiopia,2020-08-10,22253.0,407.0
Ethiopia,2020-08-11,22253.0,407.0
Ethiopia,2020-08-12,22253.0,407.0
Ethiopia,2020-08-13,22253.0,407.0
Ethiopia,2020-08-14,22253.0,407.0
Ethiopia,2020-08-15,22253.0,407.0
Ethiopia,2020-08-16,28894.0,526.0
Ethiopia,2020-08-17,28894.0,526.0
Ethiopia,2020-08-18,28894.0,526.0
Ethiopia,2020-08-19,28894.0,526.0
Ethiopia,2020-08-20,28894.0,526.0
Ethiopia,2020-08-21,28894.0,526.0
Ethiopia,2020-08-22,28894.0,526.0
Ethiopia,2020-08-23,39033.0,679.0
Ethiopia,2020-08-24,39033.0,679.0
Ethiopia,2020-08-25,39033.0,679.0
Ethiopia,2020-08-26,39033.0,679.0
Ethiopia,2020-08-27,39033.0,679.0
Ethiopia,2020-08-28,39033.0,679.0
Ethiopia,2020-08-29,39033.0,679.0
Ethiopia,2020-08-30,49654.0,771.0
Ethiopia,2020-08-31,49654.0,771.0
Ethiopia,2020-09-01,49654.0,771.0
Ethiopia,2020-09-02,49654.0,771.0
Ethiopia,2020-09-03,49654.0,771.0
Ethiopia,2020-09-04,49654.0,771.0
Ethiopia,2020-09-05,49654.0,771.0
Ethiopia,2020-09-06,57466.0,898.0
Ethiopia,2020-09-07,57466.0,898.0
Ethiopia,2020-09-08,57466.0,898.0
Ethiopia,2020-09-09,57466.0,898.0
Ethiopia,2020-09-10,57466.0,898.0
Ethiopia,2020-09-11,57466.0,898.0
Ethiopia,2020-09-12,57466.0,898.0
Ethiopia,2020-09-13,63888.0,997.0
Ethiopia,2020-09-14,63888.0,997.0
Ethiopia,2020-09-15,63888.0,997.0
Ethiopia,2020-09-16,63888.0,997.0
Ethiopia,2020-09-17,63888.0,997.0
Ethiopia,2020-09-18,63888.0,997.0
Ethiopia,2020-09-19,63888.0,997.0
Ethiopia,2020-09-20,68131.0,1090.0
Ethiopia,2020-09-21,68131.0,1090.0
Ethiopia,2020-09-22,68131.0,1090.0
Ethiopia,2020-09-23,68131.0,1090.0
Ethiopia,2020-09-24,68131.0,1090.0
Ethiopia,2020-09-25,68131.0,1090.0
Ethiopia,2020-09-26,68131.0,1090.0
Ethiopia,2020-09-27,72700.0,1166.0
Ethiopia,2020-09-28,72700.0,1166.0
Ethiopia,2020-09-29,72700.0,1166.0
Ethiopia,2020-09-30,72700.0,1166.0
Ethiopia,2020-10-01,72700.0,1166.0
Ethiopia,2020-10-02,72700.0,1166.0
Ethiopia,2020-10-03,72700.0,1166.0
Ethiopia,2020-10-04,77860.0,1214.0
Ethiopia,2020-10-05,77860.0,1214.0
Ethiopia,2020-10-06,77860.0,1214.0
Ethiopia,2020-10-07,77860.0,1214.0
Ethiopia,2020-10-08,77860.0,1214.0
Ethiopia,2020-10-09,77860.0,1214.0
Ethiopia,2020-10-10,77860.0,1214.0
Ethiopia,2020-10-11,83429.0,1277.0
Ethiopia,2020-10-12,83429.0,1277.0
Ethiopia,2020-10-13,83429.0,1277.0
Ethiopia,2020-10-14,83429.0,1277.0
Ethiopia,2020-10-15,83429.0,1277.0
Ethiopia,2020-10-16,83429.0,1277.0
Ethiopia,2020-10-17,83429.0,1277.0
Ethiopia,2020-10-18,88434.0,1346.0
Ethiopia,2020-10-19,88434.0,1346.0
Ethiopia,2020-10-20,88434.0,1346.0
Ethiopia,2020-10-21,88434.0,1346.0
Ethiopia,2020-10-22,88434.0,1346.0
Ethiopia,2020-10-23,88434.0,1346.0
Ethiopia,2020-10-24,88434.0,1346.0
Ethiopia,2020-10-25,92858.0,1419.0
Ethiopia,2020-10-26,92858.0,1419.0
Ethiopia,2020-10-27,92858.0,1419.0
Ethiopia,2020-10-28,92858.0,1419.0
Ethiopia,2020-10-29,92858.0,1419.0
Ethiopia,2020-10-30,92858.0,1419.0
Ethiopia,2020-10-31,92858.0,1419.0
Ethiopia,2020-11-01,96169.0,1469.0
